Timestamp,Marker_ID,X_meters,Y_meters,Z_meters
17:48:23.742,1,-0.1573,-0.2505,4.0089
17:48:23.767,1,-0.1573,-0.2505,4.0089
17:48:23.806,1,-0.1573,-0.2505,4.0089
17:48:23.828,1,-0.1573,-0.2505,4.0089
17:48:23.861,1,-0.1573,-0.2505,4.0089
17:48:23.894,1,-0.1573,-0.2505,4.0089
17:48:23.926,1,-0.1573,-0.2505,4.0089
17:48:24.095,1,-0.1573,-0.2505,4.0089
17:48:24.162,1,-0.1573,-0.2505,4.0089
17:48:24.192,1,-0.1573,-0.2505,4.0089
17:48:24.232,1,-0.1513,-0.2403,3.8718
17:48:24.261,1,-0.1573,-0.2505,4.0089
17:48:24.292,1,-0.1513,-0.2403,3.8718
17:48:24.327,1,-0.1573,-0.2505,4.0089
17:48:24.359,1,-0.1573,-0.2505,4.0089
17:48:24.993,1,-0.1573,-0.2505,4.0089
17:48:25.028,1,-0.1513,-0.2403,3.8718
17:48:25.060,1,-0.1573,-0.2505,4.0089
17:48:25.093,1,-0.1513,-0.2403,3.8718
17:48:25.429,1,-0.1573,-0.2505,4.0089
17:48:25.462,1,-0.1573,-0.2505,4.0089
17:48:25.732,1,-0.1573,-0.2505,4.0089
17:48:25.762,1,-0.1513,-0.2403,3.8718
17:48:25.795,1,-0.1573,-0.2505,4.0089
17:48:25.829,1,-0.1573,-0.2505,4.0089
17:48:25.862,1,-0.1573,-0.2505,4.0089
17:48:25.894,1,-0.1573,-0.2505,4.0089
17:48:25.929,1,-0.1513,-0.2403,3.8718
17:48:25.960,1,-0.1573,-0.2505,4.0089
17:48:26.032,1,-0.1573,-0.2505,4.0089
17:48:26.066,1,-0.1573,-0.2505,4.0089
17:48:26.399,1,-0.1573,-0.2505,4.0089
17:48:26.429,1,-0.1573,-0.2505,4.0089
17:48:26.462,1,-0.1573,-0.2505,4.0089
17:48:26.499,1,-0.1573,-0.2505,4.0089
17:48:26.527,1,-0.1513,-0.2403,3.8718
17:48:26.562,1,-0.1513,-0.2403,3.8718
17:48:26.596,1,-0.1513,-0.2403,3.8718
17:48:26.630,1,-0.1573,-0.2505,4.0089
17:48:26.665,1,-0.1573,-0.2505,4.0089
17:48:26.697,1,-0.1573,-0.2505,4.0089
17:48:26.733,1,-0.1573,-0.2505,4.0089
17:48:27.266,1,-0.1573,-0.2505,4.0089
17:48:27.295,1,-0.1573,-0.2505,4.0089
17:48:27.331,1,-0.1573,-0.2505,4.0089
17:48:27.365,1,-0.1513,-0.2403,3.8718
17:48:27.631,1,-0.1513,-0.2403,3.8718
17:48:27.967,1,-0.1513,-0.2403,3.8718
17:48:27.999,1,-0.1573,-0.2505,4.0089
17:48:28.329,1,-0.1573,-0.2505,4.0089
17:48:28.635,1,-0.1573,-0.2505,4.0089
17:48:28.665,1,-0.1513,-0.2403,3.8718
17:48:28.698,1,-0.1573,-0.2505,4.0089
17:48:28.734,1,-0.1513,-0.2403,3.8718
17:48:29.002,1,-0.1573,-0.2505,4.0089
17:48:29.064,1,-0.1573,-0.2505,4.0089
17:48:29.098,1,-0.1513,-0.2403,3.8718
17:48:29.496,1,-0.1836,-0.2403,3.8717
17:48:29.532,1,-0.1885,-0.2405,3.8743
17:48:29.563,1,-0.1900,-0.2403,3.8717
17:48:29.599,1,-0.1917,-0.2405,3.8739
