Timestamp,Marker_ID,X_meters,Y_meters,Z_meters
18:04:17.097,1,-0.1017,-0.1898,4.7964
18:04:17.127,1,-0.1129,-0.2002,5.0049
18:04:17.198,1,-0.1142,-0.1938,4.7965
18:04:17.230,1,-0.1212,-0.2002,5.0049
18:04:17.463,1,-0.1796,-0.2169,5.0056
18:04:17.593,1,-0.2114,-0.2137,4.7931
18:04:17.826,1,-0.2660,-0.2118,4.6212
18:04:17.960,1,-0.3015,-0.2149,4.6054
18:04:17.997,1,-0.3094,-0.2192,4.6158
18:04:18.024,1,-0.3170,-0.2192,4.6158
18:04:18.698,1,-0.4257,-0.2101,4.0036
18:04:18.759,1,-0.4423,-0.2101,4.0036
18:04:18.827,1,-0.4577,-0.2237,4.0070
18:04:18.863,1,-0.4667,-0.2265,3.9980
18:04:18.925,1,-0.4800,-0.2265,3.9980
18:04:18.959,1,-0.4891,-0.2302,4.0043
18:04:18.994,1,-0.4808,-0.2241,3.8698
18:04:19.194,1,-0.5077,-0.2188,3.7522
18:04:19.332,1,-0.5329,-0.2280,3.7487
18:04:19.361,1,-0.5373,-0.2281,3.7512
18:04:19.393,1,-0.5435,-0.2281,3.7512
18:04:19.430,1,-0.5514,-0.2254,3.7574
18:04:19.461,1,-0.5557,-0.2253,3.7553
18:04:19.494,1,-0.5608,-0.2279,3.7471
18:04:19.531,1,-0.5338,-0.2151,3.5368
18:04:19.559,1,-0.5367,-0.2092,3.5364
18:04:19.593,1,-0.5567,-0.2137,3.6388
18:04:19.727,1,-0.5787,-0.2198,3.6385
18:04:19.764,1,-0.5691,-0.2151,3.5365
18:04:19.797,1,-0.5750,-0.2151,3.5365
18:04:19.995,1,-0.5779,-0.2171,3.3404
18:04:20.262,1,-0.6029,-0.2205,3.2468
18:04:20.294,1,-0.5932,-0.2160,3.1620
18:04:20.395,1,-0.6083,-0.2136,3.1654
18:04:20.427,1,-0.6302,-0.2233,3.2480
18:04:20.998,1,-0.6568,-0.2064,2.9322
18:04:21.129,1,-0.6361,-0.1959,2.7345
18:04:21.196,1,-0.6472,-0.2003,2.7332
18:04:21.399,1,-0.6633,-0.2015,2.6733
18:04:21.629,1,-0.6644,-0.2091,2.5097
18:04:21.661,1,-0.6573,-0.2056,2.4561
18:04:21.698,1,-0.6636,-0.2097,2.4565
18:04:21.732,1,-0.6585,-0.2086,2.4077
18:04:21.761,1,-0.6642,-0.2108,2.4102
18:04:21.897,1,-0.6591,-0.2124,2.3181
18:04:21.997,1,-0.6756,-0.2163,2.3186
18:04:22.033,1,-0.6652,-0.2149,2.2734
18:04:22.061,1,-0.6605,-0.2101,2.2313
18:04:22.094,1,-0.6666,-0.2139,2.2333
18:04:22.129,1,-0.6742,-0.2177,2.2337
18:04:22.161,1,-0.6788,-0.2177,2.2335
18:04:22.330,1,-0.6819,-0.2152,2.1523
18:04:22.365,1,-0.6757,-0.2121,2.1131
18:04:22.998,1,-0.6978,-0.2057,1.8292
18:04:23.167,1,-0.6943,-0.2055,1.7257
18:04:23.201,1,-0.6899,-0.2060,1.7008
18:04:23.228,1,-0.6990,-0.2087,1.6987
18:04:23.262,1,-0.6885,-0.2046,1.6546
18:04:23.301,1,-0.7068,-0.2111,1.6787
18:04:23.329,1,-0.6952,-0.2079,1.6316
18:04:23.564,1,-0.7063,-0.2119,1.5275
18:04:23.597,1,-0.7053,-0.2126,1.5104
18:04:23.629,1,-0.7053,-0.2122,1.4953
18:04:23.663,1,-0.7092,-0.2150,1.4754
18:04:23.696,1,-0.6986,-0.2122,1.4396
18:04:23.734,1,-0.7080,-0.2135,1.4404
18:04:23.767,1,-0.7164,-0.2161,1.4426
